id,name,longitude,latitude,rating,address,adname,subtype
a7b7178c-95df-3eda-8826-b150ff2fbcda,法钟常鸣,113.223246,23.376146,3.2,新华路102号花都湖公园内,花都区,a7b7178c-95df-3eda-8826-b150ff2fbcda
3cd6a2da-d9c0-348e-ae57-b50bfbd26a2b,叠翠亭,113.222707,23.371673,3.7,新华路104号广东花都湖国家湿地公园(南侧),花都区,3cd6a2da-d9c0-348e-ae57-b50bfbd26a2b
07705f56-b81e-3cfd-bda8-39b8503f958e,恋湖亭,113.223714,23.378431,3.6,新华路102号,花都区,07705f56-b81e-3cfd-bda8-39b8503f958e
efaf9717-ca31-38b9-86ea-64053589730f,梵高星空雕塑,113.226299,23.37816,3.7,新华路102号花都湖公园内,花都区,efaf9717-ca31-38b9-86ea-64053589730f
efa21410-2d1b-3bf1-a6ad-5ac4908e8e89,迎朝亭,113.219835,23.372832,3.3,新华路102号,花都区,efa21410-2d1b-3bf1-a6ad-5ac4908e8e89
e6a1c3b9-f3f5-36ea-9cc4-6e9d8ca0c9ae,陈氏宗祠,113.22805,23.373838,4.0,龙湖路55号,花都区,e6a1c3b9-f3f5-36ea-9cc4-6e9d8ca0c9ae
d2c32ad9-de50-3e7c-ad47-63fc275e2043,永远郁金香雕塑,113.226288,23.378182,1.0,新华路102号花都湖公园内,花都区,d2c32ad9-de50-3e7c-ad47-63fc275e2043
926e423b-aec6-3d64-aed7-99bcce969f04,风车下的秋千雕塑,113.226398,23.378201,1.0,新华路102号花都湖公园内,花都区,926e423b-aec6-3d64-aed7-99bcce969f04
56afe46e-5982-387c-83b4-1653fabcab91,英国小王子雕塑,113.226227,23.378344,3.0,新华路102号花都湖公园内,花都区,56afe46e-5982-387c-83b4-1653fabcab91
1b710a52-1ca4-3dd7-9153-82060b87b10b,矢车菊的问候雕塑,113.226353,23.378295,1.0,新华路102号花都湖公园内,花都区,1b710a52-1ca4-3dd7-9153-82060b87b10b
1bb8f704-bf7a-34db-ae33-baeb5fcd7684,李氏宗祠,113.228248,23.374006,3.1,龙湖路63号,花都区,1bb8f704-bf7a-34db-ae33-baeb5fcd7684
96145077-f4e0-31eb-b5d8-63d04f6eb972,黄玫瑰芭蕾雕塑,113.226452,23.378267,1.0,新华路102号花都湖公园内,花都区,96145077-f4e0-31eb-b5d8-63d04f6eb972
ed5e896a-60c7-351e-97aa-a83ade919f36,歌德与贝多芬雕塑,113.226406,23.37832,1.0,新华路102号花都湖公园内,花都区,ed5e896a-60c7-351e-97aa-a83ade919f36
e7c40be3-d6d4-390a-bf84-618d950bfa10,花都湖国家湿地公园加冕花环雕塑,113.226275,23.378412,3.1,七亩南九巷与七亩南十巷交叉口西420米,花都区,e7c40be3-d6d4-390a-bf84-618d950bfa10
ecc00a41-4e5f-30eb-b3e8-2f3d981504ea,蓓蕾季节雕塑,113.226272,23.37846,1.2,新华路102号花都湖公园内,花都区,ecc00a41-4e5f-30eb-b3e8-2f3d981504ea
